layer,horizon,support_score,lsd_receptor_energy_reduction_pct,receptor_vs_random_energy_reduction_pct,lsd_uniform_energy_reduction_pct,state_target_alignment_receptor
E,4,0.20795527441240863,4.767420115268034,-15.049734535764953,7.2957975858891055,0.13300315069221882
E,8,0.19121343357838327,4.702198506533535,-14.100733314471707,6.935892752544529,0.13300315069221882
E,12,0.1868641010264265,4.4776322019377215,-15.124624542611787,6.506677096773492,0.13300315069221882
E,16,0.17224387462175755,4.315551487937951,-14.588817803869224,6.222234516133075,0.13300315069221882
